Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Molecular Weight	Chromosome	PFam ID	Protein Length	Ortholog count	Paralog count	PFam Description	CDD ID	Gene3D ID	Hamap ID	NCBIfam ID	PANTHER ID	PRINTS ID	SFLD ID	CDD Description	Gene3D Description	Hamap Description	NCBIfam Description	PANTHER Description	PRINTS Description	SFLD Description	PirSF ID	PirSF Description	Prositefamilies ID	Prositefamilies Description	Smart ID	Smart Description	Superfamily ID	Superfamily Description	InterPro ID	InterPro Description	Computed GO Component IDs	Computed GO Components	Computed GO Function IDs	Computed GO Functions	Computed GO Process IDs	Computed GO Processes	Curated GO Component IDs	Curated GO Components	Curated GO Function IDs	Curated GO Functions	Curated GO Process IDs	Curated GO Processes	EC numbers	EC numbers from OrthoMCL
B9J08_005078	B9J08_005078-t37_1	Candida auris strain B8441	PEKT02000010:400,791..401,858(+)	adenosine deaminase	40370	Not Assigned	PF00962	355	776	0	Adenosine deaminase	cd01320	G3DSA:3.20.20.140	MF_01962	TIGR01430	PTHR43114	N/A	N/A	ADA	-	Adenine deaminase.	adenosine deaminase	ADENINE DEAMINASE	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF51556	Metallo-dependent hydrolases	-, IPR001365, IPR006330, IPR028892, IPR032466	Metallo-dependent hydrolases	GO:0005737;GO:0005829;GO:0005634;GO:0005634	cytoplasm;cytosol;nucleus;nucleus	GO:0000034;GO:0000034;GO:0000034;GO:0019239;GO:0008270	adenine deaminase activity;adenine deaminase activity;adenine deaminase activity;deaminase activity;zinc ion binding	GO:0006146;GO:0006146;GO:0006146;GO:0043103;GO:0043103;GO:0043103;GO:0043103;GO:0009117;GO:0043101;GO:0043101;GO:0009168;GO:0009168;GO:0009168;GO:0010389;GO:0010389	adenine catabolic process;adenine catabolic process;adenine catabolic process;hypoxanthine salvage;hypoxanthine salvage;hypoxanthine salvage;hypoxanthine salvage;nucleotide metabolic process;purine-containing compound salvage;purine-containing compound salvage;purine ribonucleoside monophosphate bio	N/A	N/A	N/A	N/A	N/A	N/A	3.5.4.2 (adenine deaminase)	N/A
B9J08_005079	B9J08_005079-t37_1	Candida auris strain B8441	PEKT02000010:402,849..402,930(+)	tRNA-Leu	N/A	Not Assigned	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_005080	B9J08_005080-t37_1	Candida auris strain B8441	PEKT02000010:403,359..403,862(+)	hypothetical protein	18618	Not Assigned	N/A	167	11	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_005081	B9J08_005081-t37_1	Candida auris strain B8441	PEKT02000010:404,033..404,413(-)	Autophagy protein Atg8 ubiquitin like | domain-containing protein	14664	Not Assigned	PF02991	126	781	0	Autophagy protein Atg8 ubiquitin like	cd16128	G3DSA:3.10.20.90	N/A	N/A	PTHR10969	N/A	N/A	Ubl_ATG8	-	N/A	N/A	MICROTUBULE-ASSOCIATED PROTEINS 1A/1B LIGHT CHAIN 3-RELATED	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF54236	Ubiquitin-like	-, IPR004241, IPR029071	Ubl_ATG8	GO:0005776;GO:0005776;GO:0000421;GO:0005737;GO:0005737;GO:0031410;GO:0005829;GO:0005829;GO:0019898;GO:0019898;GO:0000324;GO:0000324;GO:0000329;GO:0000329;GO:0000407;GO:0000407;GO:0120095;GO:0120095	autophagosome;autophagosome;autophagosome membrane;cytoplasm;cytoplasm;cytoplasmic vesicle;cytosol;cytosol;extrinsic component of membrane;extrinsic component of membrane;fungal-type vacuole;fungal-type vacuole;fungal-type vacuole membrane;fungal-type vacuole membrane;phagophore assembly site;phagop	GO:0008429;GO:0008429;GO:0031386;GO:0031386	phosphatidylethanolamine binding;phosphatidylethanolamine binding;protein tag activity;protein tag activity	GO:0006914;GO:0006914;GO:0006914;GO:0000422;GO:0000422;GO:0032258;GO:0032258;GO:0006888;GO:0006888;GO:0016236;GO:0016236;GO:0061025;GO:0061025;GO:0044805;GO:0044805;GO:0034727;GO:0034727;GO:0034497;GO:0034497;GO:0071211;GO:0071211;GO:0015031;GO:0016241;GO:0016241;GO:1905153;GO:1905153;GO:0061709;GO:	autophagy;autophagy;autophagy;autophagy of mitochondrion;autophagy of mitochondrion;cytoplasm to vacuole targeting by the Cvt pathway;cytoplasm to vacuole targeting by the Cvt pathway;endoplasmic reticulum to Golgi vesicle-mediated transport;endoplasmic reticulum to Golgi vesicle-mediated transport;	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_005082	B9J08_005082-t37_1	Candida auris strain B8441	PEKT02000010:405,371..406,876(+)	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit	56797	Not Assigned	PF02637, PF02934	501	575	0	GatB/GatE catalytic domain	N/A	G3DSA:1.10.10.410	MF_00121	NF004012, TIGR00133	PTHR11659	N/A	N/A	N/A	-	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B [gatB].	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	GLUTAMYL-TRNA GLN  AMIDOTRANSFERASE SUBUNIT B  MITOCHONDRIAL AND PROKARYOTIC  PET112-RELATED	N/A	N/A	N/A	N/A	N/A	N/A	SM00845	gatb_yqey_2	SSF55931, SSF89095	Glutamine synthetase/guanido kinase	-, IPR003789, IPR004413, IPR006075, IPR014746, IPR017959, IPR018027, IPR023168	GLUTAMYL-TRNA GLN  AMIDOTRANSFERASE SUBUNIT B  MITOCHONDRIAL AND PROKARYOTIC  PET112-RELATED	GO:0030956;GO:0030956;GO:0030956;GO:0030956;GO:0005739;GO:0005739;GO:0005739;GO:0005739	glutamyl-tRNA(Gln) amidotransferase complex;glutamyl-tRNA(Gln) amidotransferase complex;glutamyl-tRNA(Gln) amidotransferase complex;glutamyl-tRNA(Gln) amidotransferase complex;mitochondrion;mitochondrion;mitochondrion;mitochondrion	GO:0005524;GO:0016884;GO:0003824;GO:0050567;GO:0050567;GO:0050567;GO:0050567;GO:0016874;GO:0016740	ATP binding;carbon-nitrogen ligase activity, with glutamine as amido-N-donor;catalytic activity;glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity;glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity;glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity;glutaminyl-tRNA synthase (glut	GO:0070681;GO:0070681;GO:0070681;GO:0070681;GO:0032543;GO:0032543;GO:0032543;GO:0032543	glutaminyl-tRNAGln biosynthesis via transamidation;glutaminyl-tRNAGln biosynthesis via transamidation;glutaminyl-tRNAGln biosynthesis via transamidation;glutaminyl-tRNAGln biosynthesis via transamidation;mitochondrial translation;mitochondrial translation;mitochondrial translation;mitochondrial tran	N/A	N/A	N/A	N/A	N/A	N/A	6.3.5.- (Carbon--nitrogen ligases with glutamine as amido-N-donor.)	N/A
B9J08_005083	B9J08_005083-t37_1	Candida auris strain B8441	PEKT02000010:406,885..408,087(-)	Pheromone A receptor | domain-containing protein	45224	Not Assigned	PF02076	400	395	0	Pheromone A receptor	cd14966	N/A	N/A	N/A	PTHR28097	PR00899	N/A	7tmD_STE3	N/A	N/A	N/A	PHEROMONE A FACTOR RECEPTOR	Fungal pheromone STE3 GPCR signature	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-, IPR001499	Pheromone A receptor	GO:0016020;GO:0005886;GO:0031520;GO:0031520	membrane;plasma membrane;plasma membrane of cell tip;plasma membrane of cell tip	GO:0004933;GO:0004933;GO:0004932	mating-type a-factor pheromone receptor activity;mating-type a-factor pheromone receptor activity;mating-type factor pheromone receptor activity	GO:0000755;GO:0000755;GO:0007186;GO:0007186;GO:0007186;GO:0000750;GO:0000750;GO:0000750	cytogamy;cytogamy;G protein-coupled receptor signaling pathway;G protein-coupled receptor signaling pathway;G protein-coupled receptor signaling pathway;pheromone-dependent signal transduction involved in conjugation with cellular fusion;pheromone-dependent signal transduction involved in conjugatio	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_005084	B9J08_005084-t37_1	Candida auris strain B8441	PEKT02000010:408,474..411,791(-)	HEAT-like repeat | Importin-beta N-terminal domain | domain-containing protein	121861	Not Assigned	PF03810, PF13513	1105	1497	1	Importin-beta N-terminal domain	N/A	G3DSA:1.25.10.10	N/A	N/A	PTHR10527	N/A	N/A	N/A	-	N/A	N/A	IMPORTIN BETA	N/A	N/A	N/A	N/A	PS50077, PS50166	Importin-beta N-terminal domain profile.	SM00913	IBN_N_2	SSF48371	ARM repeat	-, IPR001494, IPR011989, IPR016024, IPR021133, IPR040122	Importin-beta N-terminal domain profile.	GO:0005737;GO:0005737;GO:0005737;GO:0010494;GO:0010494;GO:0034399;GO:0034399;GO:0005643;GO:0005643;GO:0005634;GO:0005634	cytoplasm;cytoplasm;cytoplasm;cytoplasmic stress granule;cytoplasmic stress granule;nuclear periphery;nuclear periphery;nuclear pore;nuclear pore;nucleus;nucleus	GO:0008139;GO:0008139;GO:0031267;GO:0031267;GO:0031267	nuclear localization sequence binding;nuclear localization sequence binding;small GTPase binding;small GTPase binding;small GTPase binding	GO:0006886;GO:0006607;GO:0006607;GO:0006606;GO:0006606;GO:0006606;GO:2000220;GO:2000220	intracellular protein transport;NLS-bearing protein import into nucleus;NLS-bearing protein import into nucleus;protein import into nucleus;protein import into nucleus;protein import into nucleus;regulation of pseudohyphal growth;regulation of pseudohyphal growth	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.137 (phosphatidylinositol 3-kinase)
B9J08_005085	B9J08_005085-t37_1	Candida auris strain B8441	PEKT02000010:412,640..413,830(-)	ATP-dependent RNA helicase FAL1	45283	Not Assigned	PF00270, PF00271	396	19312	22	Helicase conserved C-terminal domain	cd18787	G3DSA:3.40.50.300	N/A	N/A	PTHR47958	N/A	N/A	SF2_C_DEAD	-	N/A	N/A	ATP-DEPENDENT RNA HELICASE DBP3	N/A	N/A	N/A	N/A	PS51192, PS51194, PS51195	Superfamilies 1 and 2 helicase C-terminal domain profile.	SM00487, SM00490	ultradead3	SSF52540	P-loop containing nucleoside triphosphate hydrolases	-, IPR001650, IPR011545, IPR014001, IPR014014, IPR027417	ultradead3	GO:0097078;GO:0097078;GO:0005730;GO:0005730;GO:0030688;GO:0030688	FAL1-SGD1 complex;FAL1-SGD1 complex;nucleolus;nucleolus;preribosome, small subunit precursor;preribosome, small subunit precursor	GO:0005524;GO:0005524;GO:0005524;GO:0004386;GO:0004386;GO:0004386;GO:0003676;GO:0003676;GO:0003676;GO:0003724	ATP binding;ATP binding;ATP binding;helicase activity;helicase activity;helicase activity;nucleic acid binding;nucleic acid binding;nucleic acid binding;RNA helicase activity	GO:0000462;GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	N/A	N/A	N/A	N/A	N/A	N/A	3.6.4.13 (RNA helicase)	N/A
B9J08_005086	B9J08_005086-t37_1	Candida auris strain B8441	PEKT02000010:413,935..414,651(+)	Phosphoribulokinase / Uridine kinase family | domain-containing protein	26512	Not Assigned	PF00485	238	1811	2	Phosphoribulokinase / Uridine kinase family	N/A	G3DSA:3.40.50.300	N/A	N/A	PTHR10285	PR00988	N/A	N/A	-	N/A	N/A	URIDINE KINASE	Uridine kinase signature	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF52540	P-loop containing nucleoside triphosphate hydrolases	-, IPR006083, IPR027417	Uridine kinase signature	N/A	N/A	GO:0005524;GO:0005524;GO:0005524;GO:0016301;GO:0016301;GO:0016301;GO:0016773;GO:0016773;GO:0004849;GO:0004849	ATP binding;ATP binding;ATP binding;kinase activity;kinase activity;kinase activity;phosphotransferase activity, alcohol group as acceptor;phosphotransferase activity, alcohol group as acceptor;uridine kinase activity;uridine kinase activity	GO:0008152;GO:0008152	metabolic process;metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.48 (uridine/cytidine kinase)
B9J08_005087	B9J08_005087-t37_1	Candida auris strain B8441	PEKT02000010:414,681..419,039(-)	Nup133 N terminal like | Non-repetitive/WGA-negative nucleoporin C-terminal | domain-containing protein	164200	Not Assigned	PF03177, PF08801	1452	579	0	Nup133 N terminal like	N/A	G3DSA:1.10.167.20, G3DSA:1.20.120.1050, G3DSA:1.20.58.1780, G3DSA:1.25.40.440, G3DSA:1.25.40.450	N/A	N/A	PTHR10350	N/A	N/A	N/A	Nucleoporin, helical domain, central subdomain	N/A	N/A	NUCLEAR PORE COMPLEX PROTEIN NUP155	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF50978	WD40 repeat-like	-, IPR004870, IPR007187, IPR014908, IPR036322, IPR042533, IPR042537	WD40 repeat-like	GO:0005643;GO:0005643;GO:0005643;GO:0044611;GO:0044611;GO:0044611	nuclear pore;nuclear pore;nuclear pore;nuclear pore inner ring;nuclear pore inner ring;nuclear pore inner ring	GO:0003682;GO:0003682;GO:1990841;GO:1990841;GO:0005515;GO:0044877;GO:0044877;GO:0017056;GO:0017056;GO:0017056	chromatin binding;chromatin binding;promoter-specific chromatin binding;promoter-specific chromatin binding;protein binding;protein-containing complex binding;protein-containing complex binding;structural constituent of nuclear pore;structural constituent of nuclear pore;structural constituent of nu	GO:0007059;GO:0007059;GO:0051292;GO:0051292;GO:0006913;GO:0006606;GO:0036228;GO:0036228;GO:0036228;GO:0006405;GO:0034398;GO:0034398;GO:0000972	chromosome segregation;chromosome segregation;nuclear pore complex assembly;nuclear pore complex assembly;nucleocytoplasmic transport;protein import into nucleus;protein localization to nuclear inner membrane;protein localization to nuclear inner membrane;protein localization to nuclear inner membra	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_005088	B9J08_005088-t37_1	Candida auris strain B8441	PEKT02000010:420,238..421,452(+)	Peptidase family M28 | domain-containing protein	44795	Not Assigned	PF04389	404	582	0	Peptidase family M28	N/A	G3DSA:3.40.630.10	N/A	N/A	PTHR12147	N/A	N/A	N/A	Zn peptidases	N/A	N/A	METALLOPEPTIDASE M28 FAMILY MEMBER	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF53187	Zn-dependent exopeptidases	-, IPR007484, IPR045175	Zn peptidases	N/A	N/A	GO:0046872;GO:0008235;GO:0008233;GO:0008233;GO:0008233	metal ion binding;metalloexopeptidase activity;peptidase activity;peptidase activity;peptidase activity	GO:0006508;GO:0006508;GO:0006508	proteolysis;proteolysis;proteolysis	N/A	N/A	N/A	N/A	N/A	N/A	3.4.-.- (Acting on peptide bonds (peptidases).)	N/A
B9J08_005089	B9J08_005089-t37_1	Candida auris strain B8441	PEKT02000010:421,665..422,072(-)	Single-strand binding protein family | domain-containing protein	15213	Not Assigned	PF00436	135	512	0	Single-strand binding protein family	cd04496	G3DSA:2.40.50.140	N/A	N/A	N/A	N/A	N/A	SSB_OBF	-	N/A	N/A	N/A	N/A	N/A	PIRSF002070	SSB	PS50935	Single-strand binding (SSB) domain profile.	N/A	N/A	SSF50249	Nucleic acid-binding proteins	IPR000424, IPR011344, IPR012340	SSB_OBF	GO:0042645;GO:0042645;GO:0005739;GO:0005739	mitochondrial nucleoid;mitochondrial nucleoid;mitochondrion;mitochondrion	GO:0003697;GO:0003697;GO:0003697	single-stranded DNA binding;single-stranded DNA binding;single-stranded DNA binding	GO:0006260;GO:0000002;GO:0000002;GO:0090297;GO:0090297	DNA replication;obsolete mitochondrial genome maintenance;obsolete mitochondrial genome maintenance;positive regulation of mitochondrial DNA replication;positive regulation of mitochondrial DNA replication	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_005090	B9J08_005090-t37_1	Candida auris strain B8441	PEKT02000010:422,450..423,160(-)	hypothetical protein	26331	Not Assigned	N/A	236	22	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_005091	B9J08_005091-t37_1	Candida auris strain B8441	PEKT02000010:425,474..425,545(-)	tRNA-Trp	N/A	Not Assigned	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_005092	B9J08_005092-t37_1	Candida auris strain B8441	PEKT02000010:426,192..427,439(+)	Vacuolar sorting protein Vps3844, C-terminal domain | domain-containing protein	45082	Not Assigned	PF12955	415	241	0	Vacuolar sorting protein Vps3844, C-terminal domain	N/A	N/A	N/A	N/A	PTHR36853	N/A	N/A	N/A	N/A	N/A	N/A	EXPRESSED PROTEIN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	IPR024382, IPR053065	Vacuolar sorting protein Vps3844, C-terminal domain	GO:0005783	endoplasmic reticulum	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_005093	B9J08_005093-t37_1	Candida auris strain B8441	PEKT02000010:427,625..428,311(+)	thiol oxidase	25305	Not Assigned	PF04777	228	1038	1	Erv1 / Alr family	N/A	G3DSA:1.20.120.310	N/A	N/A	PTHR12645	N/A	N/A	N/A	ERV/ALR sulfhydryl oxidase domain	N/A	N/A	ALR/ERV	N/A	N/A	N/A	N/A	PS51257, PS51324	Prokaryotic membrane lipoprotein lipid attachment site profile.	N/A	N/A	SSF69000	FAD-dependent thiol oxidase	-, IPR017905, IPR036774, IPR039799	Sulfhydryl oxidase	GO:0005789;GO:0005789;GO:0005739	endoplasmic reticulum membrane;endoplasmic reticulum membrane;mitochondrion	GO:0050660;GO:0016971;GO:0016972;GO:0016972;GO:0016972	flavin adenine dinucleotide binding;flavin-dependent sulfhydryl oxidase activity;thiol oxidase activity;thiol oxidase activity;thiol oxidase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.8.3.2 (thiol oxidase)	N/A
B9J08_005094	B9J08_005094-t37_1	Candida auris strain B8441	PEKT02000010:428,399..428,668(-)	Guanine nucleotide-binding protein subunit gamma	10122	Not Assigned	PF00631	89	289	0	GGL domain	N/A	G3DSA:4.10.260.10	N/A	N/A	PTHR28189	N/A	N/A	N/A	Transducin (heterotrimeric G protein), gamma chain	N/A	N/A	GUANINE NUCLEOTIDE-BINDING PROTEIN SUBUNIT GAMMA	N/A	N/A	N/A	N/A	N/A	N/A	SM01224	G_gamma_2	N/A	N/A	-, IPR015898, IPR036284, IPR041848	Transducin (heterotrimeric G protein), gamma chain	GO:0120171;GO:0120171;GO:0005737;GO:0005737;GO:0031680;GO:0031680;GO:0005834;GO:0005834;GO:0005834;GO:0005886;GO:0005886	Cdc24p-Far1p-Gbetagamma complex;Cdc24p-Far1p-Gbetagamma complex;cytoplasm;cytoplasm;G-protein beta/gamma-subunit complex;G-protein beta/gamma-subunit complex;heterotrimeric G-protein complex;heterotrimeric G-protein complex;heterotrimeric G-protein complex;plasma membrane;plasma membrane	GO:0031681;GO:0031681;GO:0031681	G-protein beta-subunit binding;G-protein beta-subunit binding;G-protein beta-subunit binding	GO:0007186;GO:0007186;GO:0007186;GO:0000750;GO:0000750;GO:0000750	G protein-coupled receptor signaling pathway;G protein-coupled receptor signaling pathway;G protein-coupled receptor signaling pathway;pheromone-dependent signal transduction involved in conjugation with cellular fusion;pheromone-dependent signal transduction involved in conjugation with cellular fu	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_005095	B9J08_005095-t37_1	Candida auris strain B8441	PEKT02000010:429,202..429,876(-)	Snare region anchored in the vesicle membrane C-terminus | domain-containing protein	25421	Not Assigned	PF12352	224	498	0	Snare region anchored in the vesicle membrane C-terminus	N/A	N/A	N/A	N/A	PTHR21094	N/A	N/A	N/A	N/A	N/A	N/A	GOS-28 SNARE- RELATED	N/A	N/A	PIRSF027109	Golgi_SNARE	N/A	N/A	N/A	N/A	N/A	N/A	-, IPR023601	Snare region anchored in the vesicle membrane C-terminus	GO:0005801;GO:0005797;GO:0005797;GO:0005797;GO:0000139;GO:0016020;GO:0031201;GO:0031201;GO:0031201	cis-Golgi network;Golgi medial cisterna;Golgi medial cisterna;Golgi medial cisterna;Golgi membrane;membrane;SNARE complex;SNARE complex;SNARE complex	GO:0005484;GO:0005484;GO:0005484	SNAP receptor activity;SNAP receptor activity;SNAP receptor activity	GO:0006888;GO:0048193;GO:0048193;GO:0048219;GO:0015031;GO:0006906;GO:0006906;GO:0006906	endoplasmic reticulum to Golgi vesicle-mediated transport;Golgi vesicle transport;Golgi vesicle transport;inter-Golgi cisterna vesicle-mediated transport;protein transport;vesicle fusion;vesicle fusion;vesicle fusion	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_005096	B9J08_005096-t37_1	Candida auris strain B8441	PEKT02000010:430,975..431,865(+)	MDM10-complementing protein 1, transmembrane domain | domain-containing protein	33332	Not Assigned	PF07950	296	239	0	MDM10-complementing protein 1, transmembrane domain	N/A	N/A	N/A	N/A	PTHR38409	N/A	N/A	N/A	N/A	N/A	N/A	MDM10-COMPLEMENTING PROTEIN 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	IPR012472, IPR039960	MDM10-complementing protein 1, transmembrane domain	GO:0031966;GO:0031966;GO:0005741;GO:0005741;GO:0005741	mitochondrial membrane;mitochondrial membrane;mitochondrial outer membrane;mitochondrial outer membrane;mitochondrial outer membrane	N/A	N/A	GO:0055088;GO:0055088;GO:0055088;GO:0007005;GO:0007005;GO:0007005	lipid homeostasis;lipid homeostasis;lipid homeostasis;mitochondrion organization;mitochondrion organization;mitochondrion organization	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_005097	B9J08_005097-t37_1	Candida auris strain B8441	PEKT02000010:432,276..432,812(-)	iron sulfur cluster assembly protein 1, mitochondrial	19133	Not Assigned	PF01592	178	682	0	NifU-like N terminal domain	cd06664	G3DSA:3.90.1010.10	N/A	TIGR01999	PTHR10093	N/A	N/A	IscU_like	-	N/A	Fe-S cluster assembly scaffold IscU	IRON-SULFUR CLUSTER ASSEMBLY ENZYME  NIFU HOMOLOG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF82649	SufE/NifU	-, IPR002871, IPR011339	SufE/NifU	GO:0005759;GO:0005759;GO:0005759	mitochondrial matrix;mitochondrial matrix;mitochondrial matrix	GO:0051537;GO:0051537;GO:0051537;GO:0001671;GO:0001671;GO:0008198;GO:0008198;GO:0005506;GO:0005506;GO:0005506;GO:0051536;GO:0051536;GO:0051536;GO:0140132;GO:0140132;GO:0008270;GO:0008270	2 iron, 2 sulfur cluster binding;2 iron, 2 sulfur cluster binding;2 iron, 2 sulfur cluster binding;ATPase activator activity;ATPase activator activity;ferrous iron binding;ferrous iron binding;iron ion binding;iron ion binding;iron ion binding;iron-sulfur cluster binding;iron-sulfur cluster binding;	GO:0044571;GO:0044571;GO:0006879;GO:0006879;GO:0016226;GO:0016226;GO:0016226;GO:0002098;GO:0002098	[2Fe-2S] cluster assembly;[2Fe-2S] cluster assembly;intracellular iron ion homeostasis;intracellular iron ion homeostasis;iron-sulfur cluster assembly;iron-sulfur cluster assembly;iron-sulfur cluster assembly;tRNA wobble uridine modification;tRNA wobble uridine modification	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_005098	B9J08_005098-t37_1	Candida auris strain B8441	PEKT02000010:435,403..438,987(+)	hypothetical protein	131978	Not Assigned	N/A	1194	333	1	N/A	N/A	G3DSA:3.80.10.10	N/A	N/A	PTHR24107	N/A	N/A	N/A	Ribonuclease Inhibitor	N/A	N/A	YNEIN REGULATORY COMPLEX SUBUNIT 5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF52047	RNI-like	-, IPR032675, IPR052410	YNEIN REGULATORY COMPLEX SUBUNIT 5	N/A	N/A	GO:0008157;GO:0008157;GO:0019888;GO:0019888	protein phosphatase 1 binding;protein phosphatase 1 binding;protein phosphatase regulator activity;protein phosphatase regulator activity	GO:0007059;GO:0007059;GO:0043666;GO:0043666	chromosome segregation;chromosome segregation;obsolete regulation of phosphoprotein phosphatase activity;obsolete regulation of phosphoprotein phosphatase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
