Gene ID,source_id,Product Description,Computed GO Component IDs,Computed GO Components,Computed GO Function IDs,Computed GO Functions,Computed GO Process IDs,Computed GO Processes,Curated GO Component IDs,Curated GO Components,Curated GO Function IDs,Curated GO Functions,Curated GO Process IDs,Curated GO Processes,EC numbers,EC numbers from OrthoMCL,ProtNLM prediction,ProtNLM score,ProtNote GO predictions,GO2SUM summary,Validation category,Notes
B9J08_004995,B9J08_004995-t37_1,tRNA-Glu,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004996,B9J08_004996-t37_1,tRNA-Ile,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004997,B9J08_004997-t37_1,tRNA-Ala,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_004998,B9J08_004998-t37_1,glutathione synthetase,GO:0036087,glutathione synthase complex,GO:0005524;GO:0043295;GO:0004363;GO:0016874;GO:0000287;GO:0042803,ATP binding;glutathione binding;glutathione synthase activity;ligase activity;magnesium ion binding;protein homodimerization activity,GO:0098849;GO:0071276;GO:0006750;GO:0046938;GO:0090423,cellular detoxification of cadmium ion;cellular response to cadmium ion;glutathione biosynthetic process;phytochelatin biosynthetic process;phytochelatin-metal complex formation,N/A,N/A,N/A,N/A,N/A,N/A,6.3.2.3 (Glutathione synthase),6.3.2.3 (Glutathione synthase),,,,,,
B9J08_004999,B9J08_004999-t37_1,60S acidic ribosomal protein P2-A,GO:0022625;GO:0005840,cytosolic large ribosomal subunit;ribosome,GO:0003735,structural constituent of ribosome,GO:0002181;GO:0006414,cytoplasmic translation;translational elongation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.3.1.94 (6-deoxyerythronolide-B synthase);4.2.99.18 (DNA-(apurinic or apyrimidinic site) lyase),,,,,,
B9J08_005003,B9J08_005003-t37_1,casein kinase II subunit alpha',GO:0034456;GO:0005956,UTP-C complex;protein kinase CK2 complex,GO:0005524;GO:0004672;GO:0004674;GO:0004713,ATP binding;protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity,GO:0006974;GO:0071470;GO:0007535;GO:0018105;GO:0018107;GO:0006468;GO:0006356;GO:0006359,cellular response to DNA damage stimulus;cellular response to osmotic stress;donor selection;peptidyl-serine phosphorylation;peptidyl-threonine phosphorylation;protein phosphorylation;regulation of transcription by RNA polymerase I;regulation of transcription by RNA polymerase III,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2.7.1.- (Phosphotransferases with an alcohol group as acceptor.);2.7.1.37 (2.7.11.12, 2.7.11.13, 2.7.11.21, 2.7.11.22, 2.7.11.24, 2.7.11.25,2.7.11.30 and 2.7.12.1);2.7.11.1 (Non-specific serine/threonine protein kinase);2.7.11.23 ([RNA-polymerase]-subunit kinase)",,,,,,
B9J08_005005,B9J08_005005-t37_1,ribosomal protein L15,GO:0015934;GO:0005762,large ribosomal subunit;mitochondrial large ribosomal subunit,GO:0003735,structural constituent of ribosome,GO:0006412,translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_005010,B9J08_005010-t37_1,DNA-directed RNA polymerase I and III subunit RPAC1,GO:0005736;GO:0005666;GO:0005634,RNA polymerase I complex;RNA polymerase III complex;nucleus,GO:0003677;GO:0003899;GO:0001054;GO:0001056;GO:0046983,DNA binding;DNA-directed 5'-3' RNA polymerase activity;RNA polymerase I activity;RNA polymerase III activity;protein dimerization activity,GO:0042797;GO:0006360;GO:0006383;GO:0006351;GO:0070893,"tRNA transcription by RNA polymerase III;transcription by RNA polymerase I;transcription by RNA polymerase III;transcription, DNA-templated;transposon integration",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.7.6 (DNA-directed RNA polymerase),,,,,,
B9J08_005018,B9J08_005018-t37_1,thymidylate synthase,GO:0034399,nuclear periphery,GO:0010181;GO:0019212;GO:0004633;GO:0004799,FMN binding;phosphatase inhibitor activity;phosphopantothenoylcysteine decarboxylase activity;thymidylate synthase activity,GO:0006231;GO:0006235;GO:0032259;GO:0009966;GO:0006950,dTMP biosynthetic process;dTTP biosynthetic process;methylation;regulation of signal transduction;response to stress,N/A,N/A,N/A,N/A,N/A,N/A,2.1.1.45 (Thymidylate synthase),1.5.1.3 (Dihydrofolate reductase);2.1.1.45 (Thymidylate synthase),,,,,,
B9J08_005030,B9J08_005030-t37_1,GTP-binding protein RHO3,GO:0032153;GO:0005933;GO:0005829;GO:0005886,cell division site;cellular bud;cytosol;plasma membrane,GO:0005525;GO:0003924,GTP binding;GTPase activity,GO:0030036;GO:0030950;GO:0071963;GO:0006886;GO:0000226;GO:0006913;GO:0045921;GO:0090338;GO:0015031;GO:0010590;GO:0007165;GO:0007264,actin cytoskeleton organization;establishment or maintenance of actin cytoskeleton polarity;establishment or maintenance of cell polarity regulating cell shape;intracellular protein transport;microtubule cytoskeleton organization;nucleocytoplasmic transport;positive regulation of exocytosis;positive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.5.1 (dGTPase);3.6.5.2 (Small monomeric GTPase),,,,,,
B9J08_005039,B9J08_005039-t37_1,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase,GO:0005737,cytoplasm,GO:0003949;GO:0003824,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity;catalytic activity,GO:0000105,histidine biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,5.3.1.16 (((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamideisomerase),2.4.2.- (Pentosyltransferases.);4.3.2.10 (Imidazole glycerol-phosphate synthase);5.3.1.16 (((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamideisomerase),,,,,,
B9J08_005057,B9J08_005057-t37_1,"serine-tRNA ligase, cytoplasmic",GO:0010494,cytoplasmic stress granule,GO:0005524;GO:0004812;GO:0000166;GO:0004828,ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;serine-tRNA ligase activity,GO:0097056;GO:0006434;GO:0006418,selenocysteinyl-tRNA(Sec) biosynthetic process;seryl-tRNA aminoacylation;tRNA aminoacylation for protein translation,N/A,N/A,N/A,N/A,N/A,N/A,6.1.1.11 (Serine--tRNA ligase),3.6.1.66 (XTP/dITP diphosphatase);3.6.1.9 (Nucleotide diphosphatase);6.1.1.11 (Serine--tRNA ligase),,,,,,
B9J08_005067,B9J08_005067-t37_1,hydroxyisourate hydrolase,N/A,N/A,GO:0033971,hydroxyisourate hydrolase activity,GO:0006145;GO:0006144;GO:0006810,purine nucleobase catabolic process;purine nucleobase metabolic process;transport,N/A,N/A,N/A,N/A,N/A,N/A,3.5.2.17 (Hydroxyisourate hydrolase),3.5.2.17 (Hydroxyisourate hydrolase),,,,,,
B9J08_005071,B9J08_005071-t37_1,E3 ubiquitin-protein ligase RSP5,GO:0005794;GO:0071944;GO:0005934;GO:0005737;GO:0010008;GO:0031234;GO:0005634;GO:0000151,Golgi apparatus;cell periphery;cellular bud tip;cytoplasm;endosome membrane;extrinsic component of cytoplasmic side of plasma membrane;nucleus;ubiquitin ligase complex,GO:0035091;GO:0005515;GO:0043130;GO:0061630;GO:0004842,phosphatidylinositol binding;protein binding;ubiquitin binding;ubiquitin protein ligase activity;ubiquitin-protein transferase activity,GO:0034644;GO:0006333;GO:0120113;GO:0032511;GO:0072671;GO:0007005;GO:1905533;GO:1903077;GO:1905530;GO:0016973;GO:0045807;GO:0045723;GO:0032436;GO:0048260;GO:0045944;GO:0043161;GO:0051865;GO:0034067;GO:0006513;GO:0000209;GO:0016567;GO:0032956;GO:0010794;GO:0032443;GO:0031384;GO:0051453;GO:0010793;GO:,cellular response to UV;chromatin assembly or disassembly;cytoplasm to vacuole transport by the NVT pathway;late endosome to vacuole transport via multivesicular body sorting pathway;mitochondria-associated ubiquitin-dependent protein catabolic process;mitochondrion organization;negative regulation ,N/A,N/A,N/A,N/A,N/A,N/A,2.3.2.26 (HECT-type E3 ubiquitin transferase),2.3.2.26 (HECT-type E3 ubiquitin transferase);2.4.1.16 (Chitin synthase);2.7.-.- (Transferring phosphorus-containing groups.);2.7.11.1 (Non-specific serine/threonine protein kinase);2.7.7.6 (DNA-directed RNA polymerase);3.1.1.4 (Phospholipase A(2));6.3.2.- (Acid--amino-acid ligases (peptide synthase,,,,,,
B9J08_005075,B9J08_005075-t37_1,respiratory growth induced protein 1,GO:0071944,cell periphery,N/A,N/A,GO:0006112,energy reserve metabolic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_005076,B9J08_005076-t37_1,mitochondrial import inner membrane translocase subunit TIM22,GO:0042721;GO:0016021,TIM22 mitochondrial import inner membrane insertion complex;integral component of membrane,GO:0030943;GO:0008320,mitochondrion targeting sequence binding;protein transmembrane transporter activity,GO:0045039,protein insertion into mitochondrial inner membrane,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_005078,B9J08_005078-t37_1,adenosine deaminase,GO:0005737;GO:0005634,cytoplasm;nucleus,GO:0000034;GO:0019239;GO:0008270,adenine deaminase activity;deaminase activity;zinc ion binding,GO:0006146;GO:0043103;GO:0009117;GO:0009168;GO:0043101;GO:0010389,adenine catabolic process;hypoxanthine salvage;nucleotide metabolic process;purine ribonucleoside monophosphate biosynthetic process;purine-containing compound salvage;regulation of G2/M transition of mitotic cell cycle,N/A,N/A,N/A,N/A,N/A,N/A,3.5.4.2 (Adenine deaminase),3.5.4.2 (Adenine deaminase);3.5.4.4 (Adenosine deaminase),,,,,,
B9J08_005079,B9J08_005079-t37_1,tRNA-Leu,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_005082,B9J08_005082-t37_1,"aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit",GO:0030956;GO:0005739,glutamyl-tRNA(Gln) amidotransferase complex;mitochondrion,GO:0005524;GO:0016884;GO:0003824;GO:0050567;GO:0016874;GO:0016740,"ATP binding;carbon-nitrogen ligase activity, with glutamine as amido-N-donor;catalytic activity;glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity;ligase activity;transferase activity",GO:0070681;GO:0032543,glutaminyl-tRNAGln biosynthesis via transamidation;mitochondrial translation,N/A,N/A,N/A,N/A,N/A,N/A,6.3.5.- (Carbon--nitrogen ligases with glutamine as amido-N-donor.),6.3.5.- (Carbon--nitrogen ligases with glutamine as amido-N-donor.),,,,,,
B9J08_005085,B9J08_005085-t37_1,ATP-dependent RNA helicase FAL1,GO:0097078;GO:0005730;GO:0030688,"FAL1-SGD1 complex;nucleolus;preribosome, small subunit precursor",GO:0005524;GO:0004386;GO:0003676,ATP binding;helicase activity;nucleic acid binding,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6.4.13 (RNA helicase),,,,,,
B9J08_005091,B9J08_005091-t37_1,tRNA-Trp,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_005097,B9J08_005097-t37_1,"iron sulfur cluster assembly protein 1, mitochondrial",GO:0005759,mitochondrial matrix,GO:0051537;GO:0001671;GO:0008198;GO:0005506;GO:0051536;GO:0140132;GO:0008270,"2 iron, 2 sulfur cluster binding;ATPase activator activity;ferrous iron binding;iron ion binding;iron-sulfur cluster binding;iron-sulfur cluster carrier activity;zinc ion binding",GO:0044571;GO:0006879;GO:0016226;GO:0002098,[2Fe-2S] cluster assembly;cellular iron ion homeostasis;iron-sulfur cluster assembly;tRNA wobble uridine modification,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.26.5 (Ribonuclease P),,,,,,
B9J08_005099,B9J08_005099-t37_1,60S ribosomal protein L5,GO:0022625;GO:0005840,cytosolic large ribosomal subunit;ribosome,GO:0008097;GO:0003735,5S rRNA binding;structural constituent of ribosome,GO:0000027;GO:0006412,ribosomal large subunit assembly;translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_005101,B9J08_005101-t37_1,"3-hydroxyanthranilate 3,4-dioxygenase",GO:0005737,cytoplasm,GO:0000334;GO:0008198;GO:0005506,"3-hydroxyanthranilate 3,4-dioxygenase activity;ferrous iron binding;iron ion binding",GO:0034354;GO:0043420;GO:0055114;GO:0019805;GO:0006569,'de novo' NAD biosynthetic process from tryptophan;anthranilate metabolic process;obsolete oxidation-reduction process;quinolinate biosynthetic process;tryptophan catabolic process,N/A,N/A,N/A,N/A,N/A,N/A,"1.13.11.6 (3-hydroxyanthranilate 3,4-dioxygenase)","1.13.11.6 (3-hydroxyanthranilate 3,4-dioxygenase)",,,,,,
B9J08_005110,B9J08_005110-t37_1,DNA-directed RNA polymerase III subunit RPC2,GO:0005666,RNA polymerase III complex,GO:0003677;GO:0003899;GO:0001056;GO:0046872;GO:0032549,DNA binding;DNA-directed 5'-3' RNA polymerase activity;RNA polymerase III activity;metal ion binding;ribonucleoside binding,GO:0042797;GO:0006351,"tRNA transcription by RNA polymerase III;transcription, DNA-templated",N/A,N/A,N/A,N/A,N/A,N/A,2.7.7.6 (DNA-directed RNA polymerase),2.7.7.6 (DNA-directed RNA polymerase),,,,,,
B9J08_005111,B9J08_005111-t37_1,tRNA-Cys,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_005112,B9J08_005112-t37_1,"ribonucleoside-diphosphate reductase, alpha subunit",N/A,N/A,GO:0005524;GO:0004748,"ATP binding;ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",GO:0006260;GO:0055114,DNA replication;obsolete oxidation-reduction process,N/A,N/A,N/A,N/A,N/A,N/A,1.17.4.1 (Ribonucleoside-diphosphate reductase),1.17.4.1 (Ribonucleoside-diphosphate reductase),,,,,,
B9J08_005113,B9J08_005113-t37_1,RNA polymerase II transcription factor B subunit 2,GO:0000112;GO:0000439;GO:0005675,nucleotide-excision repair factor 3 complex;transcription factor TFIIH core complex;transcription factor TFIIH holo complex,GO:0001671;GO:0003690,ATPase activator activity;double-stranded DNA binding,GO:0006289;GO:0070816;GO:0006366,nucleotide-excision repair;phosphorylation of RNA polymerase II C-terminal domain;transcription by RNA polymerase II,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_005115,B9J08_005115-t37_1,obg family GTPase CgtA,GO:0019898;GO:0005743,extrinsic component of membrane;mitochondrial inner membrane,GO:0005525;GO:0043022,GTP binding;ribosome binding,GO:0002181,cytoplasmic translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.2.1.11 (Phosphopyruvate hydratase),,,,,,
B9J08_005116,B9J08_005116-t37_1,ATP-dependent RNA helicase DBP8,GO:0005730,nucleolus,GO:0005524;GO:0016887;GO:0003724;GO:0004386;GO:0003676,ATP binding;ATP hydrolysis activity;RNA helicase activity;helicase activity;nucleic acid binding,GO:0000480;GO:0000447;GO:0000472,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);endonucleolytic cleavage to generate mature 5'-end of",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6.1.- (In phosphorus-containing anhydrides.);3.6.4.13 (RNA helicase);4.4.1.17 (Holocytochrome-c synthase),,,,,,
B9J08_005129,B9J08_005129-t37_1,proteasome subunit alpha type-5,GO:0005737;GO:0005576;GO:0005634;GO:0005839;GO:0019773;GO:0034515,"cytoplasm;extracellular region;nucleus;proteasome core complex;proteasome core complex, alpha-subunit complex;proteasome storage granule",GO:0004175;GO:0004298,endopeptidase activity;threonine-type endopeptidase activity,GO:0010499;GO:0043161;GO:0051603;GO:0006511,proteasomal ubiquitin-independent protein catabolic process;proteasome-mediated ubiquitin-dependent protein catabolic process;proteolysis involved in cellular protein catabolic process;ubiquitin-dependent protein catabolic process,N/A,N/A,N/A,N/A,N/A,N/A,3.4.25.1 (Proteasome endopeptidase complex),3.4.25.1 (Proteasome endopeptidase complex),,,,,,
B9J08_005131,B9J08_005131-t37_1,E1-like protein-activating enzyme Gsa7p/Apg7p,GO:0005737;GO:0005829;GO:0016020;GO:0000407,cytoplasm;cytosol;membrane;phagophore assembly site,GO:0019778;GO:0019779;GO:0008641,Atg12 activating enzyme activity;Atg8 activating enzyme activity;ubiquitin-like modifier activating enzyme activity,GO:0006501;GO:0006914;GO:0000422;GO:0032258;GO:0044805;GO:0016236;GO:0034727;GO:0032446;GO:0015031,C-terminal protein lipidation;autophagy;autophagy of mitochondrion;cytoplasm to vacuole transport by the Cvt pathway;late nucleophagy;macroautophagy;piecemeal microautophagy of the nucleus;protein modification by small protein conjugation;protein transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_005132,B9J08_005132-t37_1,60S ribosomal export protein NMD3,GO:0005737;GO:0005829;GO:0005634,cytoplasm;cytosol;nucleus,GO:0070180;GO:0043023,large ribosomal subunit rRNA binding;ribosomal large subunit binding,GO:0015031;GO:0000055,protein transport;ribosomal large subunit export from nucleus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_005133,B9J08_005133-t37_1,histone acetyltransferase GCN5,GO:0000124;GO:0046695;GO:0000775;GO:0005829;GO:0005634;GO:0005671,"SAGA complex;SLIK (SAGA-like) complex;chromosome, centromeric region;cytosol;nucleus;obsolete Ada2/Gcn5/Ada3 transcription activator complex",GO:0010484;GO:0008080;GO:0004402;GO:0036408;GO:0043993;GO:0043992;GO:0140068;GO:0070577;GO:0005515;GO:0003712,H3 histone acetyltransferase activity;N-acetyltransferase activity;histone acetyltransferase activity;histone acetyltransferase activity (H3-K14 specific);histone acetyltransferase activity (H3-K18 specific);histone acetyltransferase activity (H3-K9 specific);histone crotonyltransferase activity;lys,GO:0007569;GO:0006325;GO:0006338;GO:0043966;GO:0016573;GO:0010515;GO:1905533;GO:0016584;GO:2000617;GO:0032968;GO:0007131;GO:0006357,cell aging;chromatin organization;chromatin remodeling;histone H3 acetylation;histone acetylation;negative regulation of induction of conjugation with cellular fusion;negative regulation of leucine import across plasma membrane;nucleosome positioning;positive regulation of histone H3-K9 acetylation;,N/A,N/A,N/A,N/A,N/A,N/A,2.3.1.48 (Histone acetyltransferase),2.3.1.48 (Histone acetyltransferase),,,,,,
B9J08_005134,B9J08_005134-t37_1,6-phosphogluconolactonase,GO:0005576,extracellular region,GO:0017057,6-phosphogluconolactonase activity,GO:0005975;GO:0006098,carbohydrate metabolic process;pentose-phosphate shunt,N/A,N/A,N/A,N/A,N/A,N/A,3.1.1.31 (6-phosphogluconolactonase);3.5.99.6 (Glucosamine-6-phosphate deaminase),3.1.1.31 (6-phosphogluconolactonase);3.5.99.6 (Glucosamine-6-phosphate deaminase),,,,,,
B9J08_005138,B9J08_005138-t37_1,mitochondrial outer membrane protein porin,GO:0005576;GO:0031307;GO:0005741;GO:0005739;GO:0046930,extracellular region;integral component of mitochondrial outer membrane;mitochondrial outer membrane;mitochondrion;pore complex,GO:0015288;GO:0048039;GO:0008308,porin activity;ubiquinone binding;voltage-gated anion channel activity,GO:0051027;GO:0098656;GO:0006915;GO:0045454;GO:0006811;GO:0007005;GO:0042307;GO:0071902;GO:0055085,DNA transport;anion transmembrane transport;apoptotic process;cell redox homeostasis;ion transport;mitochondrion organization;positive regulation of protein import into nucleus;positive regulation of protein serine/threonine kinase activity;transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_005144,B9J08_005144-t37_1,histone H2A.2,GO:0031934;GO:0000786;GO:0005634;GO:0031298,mating-type region heterochromatin;nucleosome;nucleus;replication fork protection complex,GO:0003677;GO:0046982,DNA binding;protein heterodimerization activity,GO:0006281;GO:0007076;GO:0000122;GO:0006334;GO:0045739;GO:0034501;GO:0061587,DNA repair;mitotic chromosome condensation;negative regulation of transcription by RNA polymerase II;nucleosome assembly;positive regulation of DNA repair;protein localization to kinetochore;transfer RNA gene-mediated silencing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_005145,B9J08_005145-t37_1,histone H2B.2,GO:0000786;GO:0005634;GO:0035861,nucleosome;nucleus;site of double-strand break,GO:0003677;GO:0046982,DNA binding;protein heterodimerization activity,GO:0006334,nucleosome assembly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_005150,B9J08_005150-t37_1,60S ribosomal protein L2-A,GO:0005840,ribosome,GO:0003735,structural constituent of ribosome,GO:0006412,translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_005152,B9J08_005152-t37_1,60S ribosomal protein L29,GO:0022625;GO:0005840,cytosolic large ribosomal subunit;ribosome,GO:0003735,structural constituent of ribosome,GO:0002181;GO:0006412,cytoplasmic translation;translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_005153,B9J08_005153-t37_1,60S ribosomal protein L8-B,GO:0022625;GO:1990904,cytosolic large ribosomal subunit;ribonucleoprotein complex,GO:0003723,RNA binding,GO:0000470;GO:0042254,maturation of LSU-rRNA;ribosome biogenesis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_005161,B9J08_005161-t37_1,mannose-1-phosphate guanyltransferase,GO:0051286;GO:0005737,cell tip;cytoplasm,GO:0004475;GO:0016779,mannose-1-phosphate guanylyltransferase activity;nucleotidyltransferase activity,GO:0009298;GO:0009058;GO:0000032;GO:0009272;GO:0006486,GDP-mannose biosynthetic process;biosynthetic process;cell wall mannoprotein biosynthetic process;fungal-type cell wall biogenesis;protein glycosylation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.7.13 (Mannose-1-phosphate guanylyltransferase);2.7.7.22 (Mannose-1-phosphate guanylyltransferase (GDP));2.7.7.9 (UTP--glucose-1-phosphate uridylyltransferase),,,,,,
