Beta FungiDB ID,Beta FungiDB Name
B9J08_005295,"CDP-diacylglycerol--serine O-phosphatidyltransferase, CDP-diacylglycerol-serine O-phosphatidyltransferase"
B9J08_005296,unspecified product
B9J08_005297,NLI interacting factor-like phosphatase | domain-containing protein
B9J08_005298,Minimal binding motif of Hap4 for binding to Hap2/3/5 | domain-containing protein
B9J08_005299,Mitochondrial protein Pet127 | domain-containing protein
B9J08_005300,6-phosphofructo-2-kinase | domain-containing protein
B9J08_005301,"WD domain, G-beta repeat | domain-containing protein"
B9J08_005302,ARD/ARD' family | domain-containing protein
B9J08_005303,Prefoldin subunit | domain-containing protein
B9J08_005304,"OST48, N-terminal domain | OST48 middle domain | domain-containing protein"
B9J08_005305,Urm1 (Ubiquitin related modifier) | domain-containing protein
B9J08_005306,PDZ domain | Nas2 N_terminal domain | domain-containing protein
B9J08_005307,Phosphoadenosine phosphosulfate reductase domain | domain-containing protein
B9J08_005308,Cytochrome P450 | domain-containing protein
B9J08_005309,Ceramidase | domain-containing protein
B9J08_005310,MutS domain I | MutS domain II | MutS family domain IV | MutS domain V | MutS domain III | domain-containing protein
B9J08_005311,unspecified product
B9J08_005312,Ribosomal protein S6 | domain-containing protein
B9J08_005313,PAP2 superfamily | domain-containing protein
B9J08_005314,glucose-6-phosphate 1-epimerase
B9J08_005315,unspecified product
B9J08_005317,Fungal Zn(2)-Cys(6) binuclear cluster domain | domain-containing protein
B9J08_005319,nicotinamide-nucleotide adenylyltransferase
B9J08_005320,N-acetylglucosaminyl transferase component (Gpi1) | domain-containing protein
B9J08_005321,unspecified product
B9J08_005322,Major Facilitator Superfamily | domain-containing protein
B9J08_005323,Major Facilitator Superfamily | domain-containing protein
B9J08_005324,Ribosomal protein S2 | domain-containing protein
B9J08_005325,unspecified product
B9J08_005326,unspecified product
B9J08_005327,LSM domain | domain-containing protein
B9J08_005328,Acetyltransferase (GNAT) family | domain-containing protein
B9J08_005329,Zinc-binding dehydrogenase | Alcohol dehydrogenase GroES-like domain | domain-containing protein
B9J08_005330,Protein kinase domain | domain-containing protein
B9J08_005331,mitogen-activated protein kinase kinase kinase
B9J08_005332,Calcineurin-like phosphoesterase | domain-containing protein
B9J08_005333,unspecified product
B9J08_005334,SAM domain (Sterile alpha motif) | Ras association (RalGDS/AF-6) domain | domain-containing protein
B9J08_005335,Eukaryotic aspartyl protease | domain-containing protein
B9J08_005336,"Ribosomal protein L11, RNA binding domain | Ribosomal protein L11, N-terminal domain | domain-containing protein"
B9J08_005337,Acyl CoA binding protein | domain-containing protein
B9J08_005338,"WD domain, G-beta repeat | domain-containing protein"
B9J08_005339,Glycosyl hydrolase family 76 | domain-containing protein
B9J08_005340,Sterol methyltransferase C-terminal | Methyltransferase domain | domain-containing protein
B9J08_005341,"Nuclear condensing complex subunits, C-term domain | domain-containing protein"
B9J08_005343,"Mak10 subunit, NatC N(alpha)-terminal acetyltransferase | domain-containing protein"
B9J08_005344,bZIP transcription factor | Transcription factor PAP1 | domain-containing protein
B9J08_005345,Major Facilitator Superfamily | domain-containing protein
B9J08_005346,PH domain | SAM domain (Sterile alpha motif) | Variant SH3 domain | domain-containing protein
B9J08_005347,"Anaphase-promoting complex, cyclosome, subunit 3 | Tetratricopeptide repeat | Tetratricopeptide repeat | domain-containing protein"
B9J08_005348,Endomembrane protein 70 | domain-containing protein
B9J08_005349,ATP synthase | domain-containing protein
B9J08_005350,unspecified product
B9J08_005351,"PGAP2IP, first transmembrane domain | PGAP2IP, second transmembrane domain | Frag1/DRAM/Sfk1 family | PGAP2IP, C-terminal nuclease-like domain | domain-containing protein"
B9J08_005352,Ribosomal protein L35 | domain-containing protein
B9J08_005353,PDZ domain | PDZ-like domain | Trypsin-like peptidase domain | domain-containing protein
B9J08_005354,Origin recognition complex subunit 6 (ORC6) | domain-containing protein
B9J08_005355,NADH dehydrogenase ubiquinone Fe-S protein 4 | domain-containing protein
B9J08_005356,Histone lysine methyltransferase SET associated | SET domain | COMPASS (Complex proteins associated with Set1p) component N | domain-containing protein
B9J08_005357,MutS domain II | MutS domain V | MutS domain III | MutS domain I | domain-containing protein
B9J08_005358,H/ACA ribonucleoprotein complex non-core subunit NAF1
B9J08_005359,Beta-glucosidase (SUN family) | domain-containing protein
B9J08_005360,Amino acid permease | domain-containing protein
B9J08_005361,Chromatin modification-related protein EAF7 | domain-containing protein
B9J08_005362,S4 domain | domain-containing protein
B9J08_005363,peptide chain release factor N5-glutamine methyltransferase
B9J08_005364,Gcd10p family | domain-containing protein
B9J08_005365,16S rRNA methyltransferase RsmB/F | domain-containing protein
B9J08_005366,Actin | domain-containing protein
B9J08_005367,"Adenylate cyclase associated (CAP) C terminal | CAP N-terminal conserved motif | CAP, N-terminal domain | domain-containing protein"
B9J08_005368,DnaJ domain | DnaJ central domain | DnaJ C terminal domain | domain-containing protein
B9J08_005369,Methyltransferase domain | domain-containing protein
B9J08_005370,YL1 nuclear protein C-terminal domain | YL1 nuclear protein | domain-containing protein
B9J08_005371,"Activator of Hsp90 ATPase, N-terminal | domain-containing protein"
B9J08_005372,unspecified product
B9J08_005373,DEAD/DEAH box helicase | Helicase conserved C-terminal domain | domain-containing protein
B9J08_005375,Formate/nitrite transporter | domain-containing protein
B9J08_005376,RING-type E3 ubiquitin transferase
B9J08_005377,unspecified product
B9J08_005378,pyridoxal kinase
B9J08_005379,Lipase (class 3) | domain-containing protein
B9J08_005380,SUR7/PalI family | domain-containing protein
B9J08_005381,Protein kinase domain | domain-containing protein
B9J08_005382,Ribosomal protein L32 | domain-containing protein
B9J08_005383,Hobbit/FMP27/BTLP2 family | domain-containing protein
B9J08_005384,Rox3 mediator complex subunit | domain-containing protein
B9J08_005385,RNA recognition motif | domain-containing protein
B9J08_005386,Ring finger domain | domain-containing protein
B9J08_005387,"Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold | Translation initiation factor 5A-like, N-terminal | domain-containing protein"
B9J08_005388,TFIIS helical bundle-like domain | PWWP domain | domain-containing protein
B9J08_005389,unspecified product
B9J08_005390,unspecified product
B9J08_005391,DNA-directed DNA polymerase
B9J08_005392,Transcription factor Pcc1 | domain-containing protein
B9J08_005393,Putative S-adenosyl-L-methionine-dependent methyltransferase | domain-containing protein
B9J08_005394,unspecified product
B9J08_005395,Magnesium transporter NIPA | domain-containing protein
B9J08_005396,"Protein kinase domain | WD domain, G-beta repeat | domain-containing protein"
B9J08_005397,Cytidine and deoxycytidylate deaminase zinc-binding region | domain-containing protein
B9J08_005398,Transcription factor Tfb4 | domain-containing protein
B9J08_005399,Survival motor neuron (SMN) interacting protein 1 (SIP1) | domain-containing protein
B9J08_005400,PAT complex subunit Asterix | domain-containing protein
B9J08_005401,"WD domain, G-beta repeat | LisH | domain-containing protein"
B9J08_005402,PH domain found in exocyst complex component Exo84 | Exocyst component 84 C-terminal | domain-containing protein
B9J08_005403,Major Facilitator Superfamily | domain-containing protein
B9J08_005404,Acyltransferase | Acyltransferase C-terminus | domain-containing protein
B9J08_005405,Ca2+ regulator and membrane fusion protein Fig1 | domain-containing protein
B9J08_005406,FAT domain | FATC domain | Phosphatidylinositol 3- and 4-kinase | Tra1 HEAT repeat central region | Tra1 HEAT repeat ring region | domain-containing protein
B9J08_005407,Mitochondrial PGP phosphatase | domain-containing protein
B9J08_005408,RING-type E3 ubiquitin transferase
B9J08_005409,DNL zinc finger | domain-containing protein
B9J08_005410,ATP11 protein | domain-containing protein
B9J08_005411,Mre11 DNA-binding presumed domain | Calcineurin-like phosphoesterase | domain-containing protein
B9J08_005412,non-specific serine/threonine protein kinase
B9J08_005413,Choline/ethanolamine kinase | domain-containing protein
B9J08_005414,PAP2 superfamily | domain-containing protein
B9J08_005415,PX domain | Sorting nexin 8/Mvp1 BAR domain | domain-containing protein
B9J08_005416,"Essential protein Yae1, N terminal | domain-containing protein"
B9J08_005417,unspecified product
B9J08_005418,"Replication factor C C-terminal domain | RCF1/5-like, AAA+ ATPase lid domain | ATPase family associated with various cellular activities (AAA) | domain-containing protein"
B9J08_005419,unspecified product
B9J08_005420,unspecified product
B9J08_005421,Eukaryotic aspartyl protease | domain-containing protein
B9J08_005422,"Dual specificity phosphatase, catalytic domain | domain-containing protein"
B9J08_005423,Symplekin/PTA1 N-terminal | domain-containing protein
B9J08_005424,Fungal potassium channel | domain-containing protein
B9J08_005425,Cytochrome c oxidase assembly factor 3 | domain-containing protein
B9J08_005426,"WD domain, G-beta repeat | domain-containing protein"
B9J08_005427,Exportin-T
B9J08_005428,Pyridoxal-phosphate dependent enzyme | domain-containing protein
B9J08_005429,unspecified product
B9J08_005430,ABC-2 type transporter | ABC transporter | ABC-2 type transporter | domain-containing protein
B9J08_005431,"Cell wall mannoprotein PIR1-like, C-terminal domain | domain-containing protein"
B9J08_005432,Glutaredoxin | domain-containing protein
B9J08_005433,Protein kinase domain | domain-containing protein
B9J08_005434,Ribosome 60S biogenesis N-terminal | Nucleolar pre-ribosomal-associated protein 1 | domain-containing protein
B9J08_005435,Mitofissin | domain-containing protein
B9J08_005436,"AAA domain | AAA domain | Helicase SMUBP-2/HCS1, 1B domain | domain-containing protein"
B9J08_005437,Cysteine-rich secretory protein family | domain-containing protein
B9J08_005438,Fungal specific transcription factor domain | Fungal Zn(2)-Cys(6) binuclear cluster domain | domain-containing protein
B9J08_005439,unspecified product
B9J08_005440,Electron transfer flavoprotein FAD-binding domain | Electron transfer flavoprotein domain | domain-containing protein
B9J08_005441,Sulfate permease family | STAS domain | domain-containing protein
B9J08_005442,"WD domain, G-beta repeat | Histone-binding protein RBBP4 or subunit C of CAF1 complex | domain-containing protein"
B9J08_005443,Acetyltransferase (GNAT) domain | domain-containing protein
B9J08_005444,"SAM35, subunit of SAM coomplex | domain-containing protein"
B9J08_005445,JAB1/Mov34/MPN/PAD-1 ubiquitin protease | 26S proteasome regulatory subunit RPN11 C-terminal domain | domain-containing protein
B9J08_005446,"Aminopeptidase P, N-terminal domain | Metallopeptidase family M24 | domain-containing protein"
B9J08_005447,GDP dissociation inhibitor | domain-containing protein
B9J08_005449,LSM domain | domain-containing protein
B9J08_005450,Response regulator receiver domain | domain-containing protein
B9J08_005451,BSD domain | domain-containing protein
B9J08_005452,ABC transporter | domain-containing protein
B9J08_005453,Aminotransferase class I and II | domain-containing protein
B9J08_005454,Tyrosine phosphatase family | domain-containing protein
B9J08_005455,Ubiquitin carboxyl-terminal hydrolase | domain-containing protein
B9J08_005456,Translation initiation factor eIF2B subunit alpha
B9J08_005457,2-phospho-L-lactate transferase CofD | domain-containing protein
B9J08_005458,"WD domain, G-beta repeat | domain-containing protein"
B9J08_005459,"WD domain, G-beta repeat | domain-containing protein"
B9J08_005460,Mur ligase middle domain | domain-containing protein
B9J08_005461,Mediator complex protein | domain-containing protein
B9J08_005462,PSF1 C-terminal domain | GINS complex protein helical bundle domain | domain-containing protein
B9J08_005463,unspecified product
B9J08_005464,Peroxisomal ATPase PEX1
B9J08_005465,Cytochrome c oxidase assembly protein COX20 | domain-containing protein
B9J08_005467,Integral membrane protein EMC3/TMCO1-like | domain-containing protein
B9J08_005468,Conserved hypothetical ATP binding protein | domain-containing protein
B9J08_005469,Metal-independent alpha-mannosidase (GH125) | domain-containing protein
B9J08_005470,unspecified product
B9J08_005471,Lysine methyltransferase | domain-containing protein
B9J08_005472,Domain of unknown function (DUF202) | domain-containing protein
B9J08_005473,Killer toxin-resistance protein 1 | domain-containing protein
B9J08_005474,protein-serine/threonine phosphatase
B9J08_005476,"DNA helicase, DNA replication licensing factor MCM2"
B9J08_005477,Putative zinc finger in N-recognin (UBR box) | domain-containing protein
B9J08_005478,Lon protease AAA+ ATPase lid domain | Lon protease (S16) C-terminal proteolytic domain | ATP-dependent protease La (LON) substrate-binding domain | ATPase family associated with various cellular activities (AAA) | domain-containing protein
