VPDB Gene ID,CGD ID,CGD Annotation
B9J08_005515,CAL0000223397,"Uncharacterized ORF; Ortholog(s) have DNA replication origin binding, DNA-directed DNA polymerase activity, chromatin binding, single-stranded DNA binding activity"
B9J08_005516,CAL0000220919,Uncharacterized ORF; Has domain(s) with predicted 4-hydroxyphenylpyruvate dioxygenase activity and role in aromatic amino acid metabolic process
B9J08_005517,CAL0000219861,Uncharacterized ORF; Ortholog(s) have RNA polymerase II-specific DNA-binding transcription factor binding activity
B9J08_005518,CAL0000219075,"Uncharacterized ORF; Ortholog(s) have cytoplasm, nucleus localization"
B9J08_005519,CAL0000218709,Uncharacterized ORF; Protein of unknown function
B9J08_005520,CAL0000221995,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C2_00180C_A, <i>C. dubliniensis CD36</i> : Cd36_15160, <i>C. parapsilosis CDC317</i> : CPAR2_213600 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_116017"
B9J08_005521,CAL0000222019,"Uncharacterized ORF; Ortholog(s) have exoribonuclease II activity, role in mitochondrial RNA catabolic process and mitochondrial degradosome localization"
B9J08_005522,CAL0000216913,Uncharacterized ORF; Ortholog(s) have membrane localization
B9J08_005523,CAL0000218711,"Uncharacterized ORF; Ortholog(s) have inorganic diphosphate phosphatase activity, role in aerobic respiration and mitochondrion localization"
B9J08_005524,CAL0000225603,"Uncharacterized ORF; Ortholog(s) have structural constituent of nuclear pore activity and role in mRNA export from nucleus, mRNA export from nucleus in response to heat stress, nuclear pore organization, protein import into nucleus"
B9J08_005525,CAL0000225725,"Uncharacterized ORF; Ortholog(s) have mevalonate kinase activity and role in ergosterol biosynthetic process, farnesyl diphosphate biosynthetic process, mevalonate pathway, isopentenyl diphosphate biosynthetic process, mevalonate pathway"
B9J08_005526,CAL0000227415,Uncharacterized ORF; Ortholog(s) have role in cellular response to anoxia
B9J08_005527,CAL0000222453,"Uncharacterized ORF; Ortholog(s) have holo-[acyl-carrier-protein] synthase activity, role in holo-[acyl-carrier-protein] biosynthetic process and mitochondrion localization"
B9J08_005528,CAL0000220285,Uncharacterized ORF; Ortholog(s) have GMP synthase (glutamine-hydrolyzing) activity and role in GMP biosynthetic process
B9J08_005529,CAL0000220315,"Uncharacterized ORF; Ortholog(s) have role in chromosome organization, protein-RNA complex remodeling, ribosomal large subunit biogenesis and PeBoW complex, nucleolus, preribosome, large subunit precursor localization"
B9J08_005530,CAL0000226163,Uncharacterized ORF; Has domain(s) with predicted S-adenosylmethionine-dependent methyltransferase activity
B9J08_005531,CAL0000217073,"Uncharacterized ORF; Ortholog(s) have CAAX-protein geranylgeranyltransferase activity, protein farnesyltransferase activity, protein geranylgeranyltransferase activity and role in peptide pheromone maturation, protein farnesylation, protein geranylgeranylation"
B9J08_005534,CAL0000220853,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_09540W_A, <i>C. dubliniensis CD36</i> : Cd36_09000, <i>C. parapsilosis CDC317</i> : CPAR2_805240 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_116653"
B9J08_04417,CAL0000247929,Uncharacterized ORF;
B9J08_005567,CAL0000218173,"Uncharacterized ORF; Ortholog(s) have protein kinase activity, protein serine/threonine kinase activity"
B9J08_005568,CAL0000216495,Verified ORF; Putative sugar transporter containing transmembrane domains; downregulated in response to flucoazole treatment
B9J08_005569,CAL0000220823,"Uncharacterized ORF; Ortholog(s) have acylglycerol lipase activity, triglyceride lipase activity and role in medium-chain fatty acid biosynthetic process, triglyceride metabolic process"
B9J08_005570,CAL0000226153,Uncharacterized ORF; Has domain(s) with predicted transmembrane transporter activity and role in transmembrane transport
B9J08_005571,CAL0000221363,Uncharacterized ORF; Has domain(s) with predicted transmembrane transporter activity and role in transmembrane transport
B9J08_005572,CAL0000222857,Uncharacterized ORF; Has domain(s) with predicted transmembrane transporter activity and role in transmembrane transport
B9J08_005573,CAL0000218045,Uncharacterized ORF; Protein of unknown function
B9J08_005574,CAL0000219423,Uncharacterized ORF; Protein of unknown function
B9J08_005575,CAL0000218031,Uncharacterized ORF; Protein of unknown function
B9J08_005576,CAL0000219721,Uncharacterized ORF; Protein of unknown function
B9J08_004471,CAL0000226929,Uncharacterized ORF; Protein of unknown function
B9J08_004472,CAL0000225371,Uncharacterized ORF; Has domain(s) with predicted transmembrane transporter activity and role in transmembrane transport
B9J08_004473,CAL0000224525,"Uncharacterized ORF; Has domain(s) with predicted antiporter activity, xenobiotic transmembrane transporter activity, role in transmembrane transport, xenobiotic detoxification by transmembrane export across the plasma membrane and membrane localization"
B9J08_004474,CAL0000221541,Uncharacterized ORF; Has domain(s) with predicted transmembrane transporter activity and role in transmembrane transport
B9J08_004475,CAL0000221627,Uncharacterized ORF; Putative transmembrane transporter; upregulated in a strain with tolerance to the prodrug 5-fluorocytosine
B9J08_004476,CAL0000219975,Uncharacterized ORF; Protein of unknown function
B9J08_004477,CAL0000219101,Verified ORF; Putative extracellular matrix protein; upregulated in mature biofilms; has a domain with predicted hydrolase activity; orthologs hydrolyze O-glycosyl compounds
B9J08_004478,CAL0000216305,"Uncharacterized ORF; Has domain(s) with predicted heme binding, iron ion binding, monooxygenase activity, oxidoreductase activity, acting on paired donors and with incorporation or reduction of molecular oxygen, <a href=""#GOsection"">more</a>"
B9J08_004479,CAL0000225819,Uncharacterized ORF; Has domain(s) with predicted oligopeptide transmembrane transporter activity and role in transmembrane transport
B9J08_004480,CAL0000220403,"Uncharacterized ORF; Ortholog(s) have tRNA binding activity, role in retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum, tRNA export from nucleus and cytoplasm, nuclear pore localization"
B9J08_004481,CAL0000221167,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C2_04090W_A, <i>C. dubliniensis CD36</i> : Cd36_18730, <i>C. parapsilosis CDC317</i> : CPAR2_212510 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_135843"
B9J08_004482,CAL0000223099,Uncharacterized ORF; Ortholog(s) have role in regulation of proline metabolic process and mitochondrial inner membrane localization
B9J08_004483,CAL0000225233,Uncharacterized ORF; Ortholog(s) have mitochondrial intermembrane space localization
B9J08_004484,CAL0000226859,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C2_03970W_A, <i>C. dubliniensis CD36</i> : Cd36_18620, <i>C. parapsilosis CDC317</i> : CPAR2_212480 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_115371"
B9J08_004485,CAL0000216511,"Uncharacterized ORF; Ortholog(s) have ATPase activity, role in positive regulation of cellular response to heat and cytoplasm, cytoplasmic stress granule localization"
B9J08_004486,CAL0000220831,Uncharacterized ORF; Ortholog(s) have structural constituent of ribosome activity and mitochondrial large ribosomal subunit localization
B9J08_004487,CAL0000221259,"Uncharacterized ORF; Ortholog of <i>S. cerevisiae</i> : YPR089W, <i>C. albicans SC5314</i> : C1_04860W_A, <i>C. glabrata CBS138</i> : CAGL0K08008g, <i>C. dubliniensis CD36</i> : Cd36_04600 and <i>C. parapsilosis CDC317</i> : CPAR2_105630"
B9J08_004488,CAL0000219561,"Uncharacterized ORF; Ortholog(s) have signal sequence binding activity, role in vacuolar transport and late endosome localization"
B9J08_004489,CAL0000224897,"Uncharacterized ORF; Ortholog(s) have role in endoplasmic reticulum to Golgi vesicle-mediated transport, retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum and COPI vesicle coat, endosome localization"
B9J08_004490,CAL0000216239,Uncharacterized ORF; Has domain(s) with predicted glycosyltransferase activity and role in protein glycosylation
B9J08_004491,CAL0000216879,Uncharacterized ORF; Ortholog(s) have ribonuclease P activity
B9J08_004492,CAL0000219665,"Uncharacterized ORF; Ortholog(s) have role in DNA damage response, SCF-dependent proteasomal ubiquitin-dependent protein catabolic process, cellular response to methylmercury and SCF ubiquitin ligase complex, cytoplasm, nucleus localization"
B9J08_004493,CAL0000220533,Uncharacterized ORF; Ortholog(s) have RNA binding activity
B9J08_004494,CAL0000221905,Uncharacterized ORF; Ortholog(s) have role in intracellular iron ion homeostasis and mitochondrion localization
B9J08_004495,CAL0000226537,"Uncharacterized ORF; Ortholog(s) have role in mRNA cis splicing, via spliceosome and U2-type prespliceosome, U2AF complex, commitment complex localization"
B9J08_004496,CAL0000227987,"Uncharacterized ORF; Ortholog(s) have aldo-keto reductase (NADP) activity, oxidoreductase activity, pyridoxine:NADP 4-dehydrogenase activity and role in pyridoxal biosynthetic process"
B9J08_004497,CAL0000216313,"Uncharacterized ORF; Ortholog(s) have cytochrome-b5 reductase activity, acting on NAD(P)H activity, role in protein transport and plasma membrane localization"
B9J08_004498,CAL0000217705,"Verified ORF; Putative cell-surface adhesin, similar to <i>C. albicans</i> Als3p; involved in cell-cell adhesion and biofilm formation; appears to be regulated by Ume6p"
B9J08_004499,CAL0000219757,"Uncharacterized ORF; Ortholog(s) have role in cytoplasmic microtubule organization, homologous chromosome segregation, mitochondrion distribution, mitotic sister chromatid segregation and mitotic spindle organization, <a href=""#GOsection"">more</a>"
B9J08_004500,CAL0000227813,"Uncharacterized ORF; Ortholog(s) have hydroxymethylglutaryl-CoA synthase activity and role in acetyl-CoA metabolic process, ergosterol biosynthetic process, farnesyl diphosphate biosynthetic process, mevalonate pathway"
B9J08_004501,CAL0000224487,"Uncharacterized ORF; Ortholog(s) have D-arabinono-1,4-lactone oxidase activity, role in cellular response to oxidative stress, dehydro-D-arabinono-1,4-lactone biosynthetic process and mitochondrial outer membrane, mitochondrion localization"
B9J08_004502,CAL0000224701,"Uncharacterized ORF; Ortholog(s) have role in endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA and LSU-rRNA), <a href=""#GOsection"">more</a>"
B9J08_004503,CAL0000219317,"Uncharacterized ORF; Ortholog(s) have role in proteasomal ubiquitin-independent protein catabolic process, proteasome-mediated ubiquitin-dependent protein catabolic process"
B9J08_004504,CAL0000221035,"Uncharacterized ORF; Ortholog(s) have ATP binding, ATPase, ribosome binding, translation termination factor activity and role in poly(A)+ mRNA export from nucleus, regulation of translational termination, ribosomal small subunit biogenesis"
B9J08_004505,CAL0000216251,Uncharacterized ORF; Ortholog(s) have role in re-entry into mitotic cell cycle after pheromone arrest and endoplasmic reticulum localization
B9J08_004506,CAL0000217611,"Uncharacterized ORF; Ortholog of <i>S. cerevisiae</i> : YPL225W, <i>C. albicans SC5314</i> : CR_09240C_A, <i>C. dubliniensis CD36</i> : Cd36_34615, <i>C. parapsilosis CDC317</i> : CPAR2_701320 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_101528"
B9J08_004507,CAL0000227869,"Uncharacterized ORF; Ortholog(s) have polyamine oxidase activity and role in pantothenate biosynthetic process, spermine catabolic process"
B9J08_004508,CAL0000217077,"Uncharacterized ORF; Ortholog(s) have ubiquitin conjugating enzyme activity, ubiquitin-protein transferase activity and role in chromatin organization, fungal-type cell wall organization, ubiquitin-dependent ERAD pathway"
B9J08_004509,CAL0000225895,Uncharacterized ORF; Has domain(s) with predicted role in regulatory ncRNA-mediated gene silencing and RISC complex localization
B9J08_004510,CAL0000219525,"Uncharacterized ORF; Ortholog(s) have role in protein maturation, protein targeting to ER and endoplasmic reticulum, membrane localization"
B9J08_004511,CAL0000222023,"Uncharacterized ORF; Ortholog(s) have protein-lysine N-methyltransferase activity and role in peptidyl-lysine dimethylation, peptidyl-lysine monomethylation"
B9J08_004512,CAL0000222215,"Uncharacterized ORF; Ortholog(s) have copper ion binding activity, role in cell redox homeostasis, cellular response to oxidative stress, mitochondrial cytochrome c oxidase assembly and mitochondrial inner membrane localization"
B9J08_004513,CAL0000224603,"Uncharacterized ORF; Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and membrane localization"
B9J08_004514,CAL0000226383,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : CR_09190C_A, <i>C. dubliniensis CD36</i> : Cd36_34570, <i>C. parapsilosis CDC317</i> : CPAR2_701240 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_115405"
B9J08_004515,CAL0000216823,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_05440C_A, <i>C. dubliniensis CD36</i> : Cd36_05170, <i>C. parapsilosis CDC317</i> : CPAR2_107690, <i>Debaryomyces hansenii CBS767</i> : DEHA2A02376g and <i>Pichia stipitis Pignal</i> : PICST_28394"
B9J08_004516,CAL0000216923,"Uncharacterized ORF; Ortholog(s) have transcription coregulator activity, role in IRE1-mediated unfolded protein response, chromatin organization and SAGA complex, SLIK (SAGA-like) complex localization"
B9J08_004517,CAL0000216339,"Uncharacterized ORF; Ortholog(s) have enzyme activator activity, mRNA binding activity, role in deadenylation-dependent decapping of nuclear-transcribed mRNA and P-body, RNA decapping complex, cytoplasm, cytoplasmic side of membrane, nucleus localization"
B9J08_004518,CAL0000218909,"Uncharacterized ORF; Ortholog(s) have glutathione peroxidase activity, thioredoxin peroxidase activity, unfolded protein binding activity"
B9J08_004519,CAL0000219471,"Uncharacterized ORF; Ortholog(s) have aminoacyl-tRNA hydrolase activity, role in mitochondrial translation and mitochondrial inner membrane, mitochondrial large ribosomal subunit localization"
B9J08_004520,CAL0000222747,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_05390C_A, <i>C. dubliniensis CD36</i> : Cd36_05120, <i>C. parapsilosis CDC317</i> : CPAR2_107740 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_136277"
B9J08_004521,CAL0000224501,"Uncharacterized ORF; Ortholog(s) have DNA replication origin binding, RNA polymerase II core promoter sequence-specific DNA binding, centromeric DNA binding, telomeric DNA binding activity"
B9J08_004522,CAL0000225313,"Uncharacterized ORF; Has domain(s) with predicted ATP binding, protein kinase activity and role in protein phosphorylation"
B9J08_004523,CAL0000217437,"Uncharacterized ORF; Ortholog(s) have 3'-5' RNA helicase activity, 5'-deoxyribose-5-phosphate lyase activity, poly(A) RNA polymerase activity, ribosomal large subunit binding activity"
B9J08_004524,CAL0000218773,Uncharacterized ORF; Ortholog(s) have guanyl nucleotide binding activity and role in Golgi organization
B9J08_004525,CAL0000220137,Uncharacterized ORF; Has domain(s) with predicted oxidoreductase activity
B9J08_004526,CAL0000221413,"Uncharacterized ORF; Has domain(s) with predicted metallocarboxypeptidase activity, zinc ion binding activity and role in proteolysis"
